1002,199,103,7.798784893,3.5
1003,97,46,0.337490829,8
1004,455,150,4.485040491,8.5
1006,281,80,6.565517241,2.5
1007,271,97,7.190172414,9
101,638,179,4.347250585,8
1011,188,84,3.533141762,7
1013,4,0,0.206896552,7.5
1015,17,16,0.290381125,5.5
1016,369,89,3.826707718,7
1017,110,58,3.084617107,7.5
1018,238,97,7.227586207,6
102,149,92,3.943793103,5
1022,136,70,3.258812261,6.5
103,208,91,4.545614395,5.5
1030,177,113,8.267241379,3
1031,148,97,7.227586207,6
1034,194,92,6.767816092,5.5
104,379,138,4.929310345,7
1040,538,162,4.448006007,7.5
1042,490,175,4.609310345,8
1047,237,93,6.986206897,7
1052,98,47,2.301532567,5.5
1053,136,74,5.999425287,5
1055,122,85,6.767816092,1.5
1056,382,124,4.249277255,5.5
1057,400,93,4.48908046,7.5
1058,91,37,2.55862069,8.5
1059,111,81,3.068965517,5
1061,122,97,7.227586207,4.5
1062,105,75,5.612068966,4.5
1063,484,187,4.768189282,8.5
1067,229,100,4.105172414,8
1069,73,43,2.678735632,2
1071,185,87,3.098275862,7.5
1072,265,98,4.180952381,5
1074,607,191,4.768189282,9
1080,378,184,4.423361696,8.5
1081,27,13,0.263568216,7.5
1082,213,97,7.227586207,6.5
1083,86,53,3.252873563,2
1084,236,87,3.715517241,6.5
1086,154,84,3.873399015,6.5
1087,240,87,7.109195402,6
1088,183,66,5.109195402,4
1089,221,138,4.196238245,7
109,428,166,5.143103448,9
1091,84,57,3.654187192,3.5
1094,173,95,3.787931034,2.5
1097,252,119,3.614846743,8.5
1100,132,74,4.180632184,6
1101,180,88,3.666502463,5.5
1102,104,54,2.916666667,3.5
1120,68,46,0.337490829,9
1121,11,3,0.215763547,6.5
1122,1,0,0,0
1124,66,46,2.164137931,3.5
1125,11,4,0.310344828,6.5
1126,252,77,6.149425287,5
1133,60,35,2.308743842,1
1135,216,73,3.543103448,8
114,331,61,3.569610016,7
1143,67,55,5.135057471,1
1152,269,100,3.979153605,9
1153,137,87,3.098275862,8
1154,43,30,0.320402299,8
1155,23,14,0.344827586,6
1156,148,87,3.098275862,8.5
116,198,93,3.939655172,8
1160,89,36,0.304214559,8
1165,38,14,0.261083744,4.5
1168,373,82,6.336206897,6.5
1169,101,86,3.098275862,6
1174,180,71,3.53816092,8
1175,199,81,4.133004926,6.5
1178,90,51,3.717980296,5.5
1186,118,73,3.435344828,2.5
1187,318,84,6.414367816,7.5
119,48,40,0.336417157,5.5
1191,618,106,4.027586207,6.5
1193,39,8,1.071428571,0
1194,82,37,0.300220103,7.5
1196,110,41,0.328789094,3
1199,132,83,6.640229885,3
1200,233,87,3.662260536,5
1201,292,132,8.854284222,4
1203,57,47,2.356321839,6.5
1211,326,158,4.304276758,7.5
1215,83,55,4.310344828,0
1216,200,106,6.809770115,5
1219,249,90,4.482758621,9
122,20,4,0.270114943,9
1222,193,88,6.9,6.5
1224,404,168,4.793965517,7.5
1228,131,83,3.633251232,4.5
1229,225,128,3.999573702,6.5
