1511,631
1513,291
1514,156
1515,828
1517,420
1519,263
1524,262
1526,175
1527,114
1528,248
1529,41
1531,382
1532,135
1533,127
1534,114
1535,545
1536,22
1537,395
1541,392
1543,6
1544,178
1545,53
1546,434
1549,216
1553,239
1554,24
1555,33
1556,64
1557,3
1558,68
1560,167
1561,295
1562,458
1565,82
1567,121
1568,654
1569,527
1570,422
1571,110
1572,320
1573,102
1574,95
1575,15
1576,450
1577,186
1578,421
1579,405
158,263
1580,123
1581,277
1582,189
1583,300
1584,233
1585,182
1586,539
1587,112
1588,295
1589,389
1598,172
160,401
1600,100
1601,131
1602,138
1603,347
1604,278
1605,276
1606,199
1607,670
1608,56
161,68
1610,129
1611,65
1612,303
1614,175
1617,341
1618,94
1619,288
1620,239
1621,281
1622,85
1623,417
1624,455
1625,64
1626,514
1627,364
1628,96
163,221
1630,247
1631,361
1632,264
1633,472
1634,274
1635,279
1636,145
1637,129
1639,417
164,43
1641,91
1642,430
1644,229
1645,46
1646,574
1647,63
1648,149
1649,10
165,547
1650,102
1652,164
1653,214
1654,127
1656,665
1657,553
1658,114
1659,98
166,32
1660,530
1661,462
1662,124
1663,246
1665,62
1666,386
1667,164
1668,271
1669,100
167,237
1671,88
1672,217
1673,112
1675,421
1676,278
1677,367
1678,79
1680,140
1681,370
1682,120
1683,180
1684,319
1685,219
1687,360
1688,315
1689,283
1690,76
1691,468
1692,81
1694,486
1695,247
1697,157
1698,413
1699,1
170,423
1703,278
1704,152
1705,273
1706,387
1707,154
1709,91
171,71
1710,135
1711,103
1713,183
1714,43
1715,290
1716,125
1718,164
1719,62
1720,310
1748,5
175,117
1750,8
1752,69
1754,31
1755,81
1756,225
1757,2
1758,43
1759,384
1760,118
1761,176
1762,143
1764,379
1765,300
1766,49
1767,191
1768,10
1769,81
1770,35
1771,200
1772,1
1774,111
1775,63
1776,54
1777,46
1778,87
1779,181
1780,55
1781,129
1782,99
1783,109
1784,228
1785,65
1786,58
1788,70
1789,151
179,232
1790,94
1791,71
1792,84
1793,66
1794,57
1795,74
1796,68
1797,33
1798,157
1799,65
180,289
1800,78
1801,58
1802,78
1803,66
1804,71
1805,105
1806,139
1807,23
1808,87
1809,132
181,64
1810,57
1811,104
1812,99
1813,56
1814,4
1815,63
1816,97
1817,22
1818,18
1819,27
182,136
1820,74
1821,40
1822,146
1823,125
1824,130
1825,78
1826,100
1827,42
1828,97
1829,100
1830,56
1831,53
1832,91
1833,87
1834,98
1835,28
1836,143
1837,84
1838,85
184,347
1840,49
1841,86
1842,86
1843,58
1844,141
1845,67
1846,90
1847,72
1848,31
1849,109
185,55
1850,51
1851,80
1852,20
1855,134
1856,64
1857,55
1859,31
1860,76
1862,12
1864,187
1865,99
1868,47
187,248
188,287
189,132
190,92
193,393
194,140
195,105
198,242
199,351
20,13
200,138
202,535
204,197
205,310
206,311
207,99
213,522
215,161
216,226
219,301
222,65
224,417
226,214
232,237
234,105
236,437
237,261
238,453
239,102
24,164
240,623
242,325
245,182
247,22
248,183
249,716
250,49
251,285
252,73
254,335
255,209
256,377
263,16
264,430
265,88
267,127
269,117
27,13
270,158
272,266
273,101
274,224
276,357
279,41
281,200
283,347
284,283
285,539
287,175
289,233
29,199
291,154
292,185
296,438
299,40
300,116
303,354
304,422
306,309
307,213
309,345
31,13
310,407
311,150
312,686
317,1359
321,542
322,40
326,594
327,307
330,164
332,145
334,418
339,296
34,218
340,121
341,292
343,345
344,478
345,225
346,216
347,274
348,384
35,297
353,261
355,145
361,116
362,257
363,214
365,300
368,129
37,312
372,547
373,329
374,388
375,407
376,50
379,18
380,314
381,185
386,213
387,25
388,2
391,379
393,112
394,268
395,227
396,49
397,120
398,248
399,197
4,54
40,664
400,511
402,139
403,271
404,169
405,152
406,247
407,329
408,24
409,200
41,110
410,28
411,177
412,212
413,190
416,45
417,287
418,382
42,324
420,146
422,167
423,331
425,324
426,310
427,439
428,127
43,448
430,184
431,335
432,9
434,32
435,154
437,502
438,333
442,222
443,296
445,91
446,75
447,419
448,525
45,161
450,204
452,107
453,405
454,266
455,38
456,18
458,400
459,245
460,302
461,64
462,59
464,109
465,629
467,392
469,382
47,186
470,185
472,85
474,474
475,371
48,26
480,93
482,410
485,114
486,163
487,5
488,227
489,160
49,313
490,266
491,224
493,116
494,333
496,213
497,317
498,144
499,634
5,6
501,83
502,413
504,43
505,247
506,534
507,145
509,298
51,86
510,140
512,390
513,672
514,270
517,135
519,369
52,349
520,123
521,246
523,118
524,397
527,457
528,394
53,400
530,328
531,216
532,375
533,141
534,209
537,140
539,251
540,211
541,222
543,66
545,497
547,297
548,193
549,102
55,208
550,562
552,548
553,161
556,340
557,269
559,636
560,78
562,92
563,691
564,197
565,61
569,368
57,323
571,161
573,145
574,182
575,207
577,234
578,84
579,163
581,215
582,208
583,83
584,168
586,296
587,127
588,345
59,26
591,165
593,189
594,40
595,152
596,360
597,524
598,49
599,90
6,130
600,345
601,223
603,127
604,306
606,300
607,97
608,201
610,191
611,654
612,537
614,272
616,241
617,102
618,121
619,411
620,3
622,63
623,247
625,5
626,589
627,194
628,177
629,184
633,254
635,238
636,62
637,58
64,55
640,299
642,317
644,57
646,77
648,101
65,186
652,208
655,712
656,203
657,334
659,288
660,517
662,344
663,147
665,125
667,405
668,395
669,366
67,65
670,463
671,87
672,232
675,514
676,221
679,125
68,430
682,295
684,287
685,1
69,4
691,98
694,108
695,800
7,5
70,296
700,156
702,226
705,328
707,147
709,157
713,432
714,35
715,239
717,50
718,616
72,145
720,203
721,231
722,129
725,506
730,164
731,150
732,545
733,114
739,172
740,132
742,203
746,258
747,217
748,160
749,381
754,157
755,174
757,361
758,50
759,323
76,58
760,11
761,315
762,457
766,67
767,103
768,156
769,489
77,140
770,286
772,292
773,266
774,197
776,264
777,15
778,512
779,148
780,153
783,344
785,166
788,162
789,190
791,105
792,422
793,194
794,365
795,318
796,103
797,100
798,173
80,520
801,384
802,554
803,311
804,171
805,229
806,202
809,118
811,181
813,109
815,176
817,252
818,237
819,146
821,348
822,256
823,109
826,57
827,157
828,145
829,356
83,490
830,85
831,108
832,318
833,135
835,415
838,40
839,308
840,23
842,239
843,193
846,204
848,380
849,220
85,165
851,186
852,237
854,130
855,312
857,183
858,199
861,319
862,709
863,78
864,357
865,488
866,425
867,132
869,78
87,391
870,62
872,55
873,231
874,252
876,128
877,183
878,275
88,171
880,169
881,256
883,317
884,256
886,196
887,401
89,235
890,199
892,35
893,312
894,141
896,151
898,312
90,530
901,593
902,231
903,130
904,339
905,100
906,340
907,81
908,527
91,153
910,229
911,457
914,144
915,303
916,116
917,403
918,154
920,232
922,450
923,229
924,371
925,173
927,385
93,129
930,101
931,312
932,185
933,532
934,2
935,424
937,104
94,17
940,127
941,147
942,135
943,86
944,75
947,278
950,416
952,131
953,32
955,415
956,173
958,345
96,178
960,114
961,269
962,35
963,224
964,533
966,69
969,125
97,152
970,91
971,375
972,226
973,193
976,88
977,222
978,423
979,239
98,565
981,165
984,180
986,259
988,314
989,483
992,308
993,281
994,75
