1,2
1002,266
1003,117
1004,531
1005,233
1006,329
1007,307
1008,218
101,738
1011,223
1013,4
1014,190
1015,22
1016,418
1017,120
1018,293
102,172
1022,151
1023,395
1026,359
1028,365
1029,255
103,240
1030,244
1031,162
1033,54
1034,250
1038,596
1039,3
104,488
1040,597
1042,694
1045,285
1047,287
1048,182
105,184
1052,155
1053,183
1054,254
1055,154
1056,495
1057,458
1058,124
1059,128
1061,178
1062,188
1063,515
1064,246
1067,255
1069,125
1071,214
1072,316
1074,686
1076,432
1080,429
1081,42
1082,252
1083,150
1084,282
1086,195
1087,282
1088,234
1089,262
109,514
1091,95
1092,369
1094,244
1097,280
1099,231
11,50
1100,145
1101,222
1102,134
1119,78
1120,80
1121,23
1122,3
1124,94
1125,14
1126,293
1129,204
1131,224
1132,49
1133,74
1135,240
1136,26
114,468
1143,102
1151,364
1152,292
1153,215
1154,56
1155,37
1156,204
1158,471
116,221
1160,115
1162,156
1163,91
1165,69
1166,263
1168,455
1169,104
1170,183
1172,264
1174,227
1175,250
1178,122
1182,248
1183,350
1186,147
1187,619
1188,150
119,56
1191,813
1193,49
1194,111
1195,177
1196,143
1199,183
1200,283
1201,357
1202,53
1203,69
1204,574
1206,529
1209,188
1211,353
1213,235
1215,109
1216,230
1217,350
1219,271
122,30
1222,220
1224,484
1228,163
1229,270
1230,419
1231,287
1232,21
1233,272
1234,238
1236,564
124,263
1241,250
1244,435
1245,26
1246,422
1248,201
1249,89
125,479
1250,381
1251,73
1253,714
1255,587
1256,97
1257,200
1258,121
126,383
1262,430
1263,18
1264,50
1265,316
1267,117
1268,150
1269,58
1275,173
1277,304
1278,94
1279,363
1281,203
1283,212
1286,278
1287,234
1289,255
1291,63
1292,233
1293,253
1294,175
1296,71
1297,105
1298,155
1299,75
1301,347
1303,422
1306,403
1307,55
1308,335
1309,150
131,171
1310,233
1311,238
1314,145
1315,212
1316,122
1317,127
1319,241
1320,312
1322,16
1324,19
1325,380
1326,495
1327,411
1328,671
133,417
1330,349
1331,448
1333,55
1334,184
1337,265
1338,294
1339,133
1340,297
1341,400
1344,178
1346,352
1347,270
135,239
1354,325
1355,400
1356,398
1358,199
1359,186
1360,202
1361,714
1362,81
1364,215
1365,193
1366,244
1367,266
1368,328
1369,5
1371,135
1372,342
1373,269
1375,78
1376,297
1377,142
1378,439
1380,210
1381,326
1382,690
1383,7
1386,413
1388,83
1389,159
1390,101
1391,318
1393,97
1394,203
1395,269
1397,147
1398,52
1399,574
14,22
140,55
1402,150
1404,23
1405,332
1406,441
1407,536
1408,249
1409,351
141,570
1411,440
1412,156
1413,234
1415,108
1416,167
1417,202
1418,133
1421,596
1423,132
1424,209
1425,267
1426,246
1427,115
1428,118
1429,199
143,292
1430,175
1431,377
1432,44
1433,163
1435,157
1436,59
1438,191
1439,268
1441,321
1442,185
1443,67
1445,205
1446,451
1447,25
1449,202
145,260
1451,97
1452,63
1454,225
1456,165
1458,358
1459,455
146,117
1460,757
1463,302
1464,61
1465,57
1466,159
1467,302
1468,434
1470,459
1471,61
1473,404
1474,314
1479,238
148,62
1481,175
1482,129
1483,108
1484,633
1485,80
1487,974
1488,19
1489,484
149,216
1491,257
1492,149
1494,228
1495,35
1497,361
15,101
150,449
1502,225
1505,8
1506,55
1507,379
1509,170
